request_id,amount_safe_to_pay,affordability_status,recommended_payment_method,payment_plan,earliest_date_for_full_payment,spending_changes_needed,decision_explanation
request_240,13808.98,not_affordable,not_recommended,none,,none,Do not proceed by 2026-03-20: no accepted payment arrangement completes the full request while protecting your INR 52800.00 minimum for 90 days. Safe capacity today is INR 13808.98.
request_241,21052000.00,affordable_with_plan,installments,2024-03-17:7298026.67|2024-04-17:7298026.67|2024-05-18:7298026.67,2024-03-03,none,"Pay IDR 7298026.67 on 2024-03-17; IDR 7298026.67 on 2024-04-17; IDR 7298026.67 on 2024-05-18. Forecast balance stays at or above IDR 20790970.91, protecting your IDR 19252000.00 minimum through 2024-06-01."
request_242,23.67,not_affordable,not_recommended,none,,none,Do not proceed by 2025-08-25: no accepted payment arrangement completes the full request while protecting your EUR 600.00 minimum for 90 days. Safe capacity today is EUR 23.67.
request_243,17468.00,affordable_now,full_payment,2026-07-07:17468.00,2026-07-07,none,"Pay ZAR 17468.00 on 2026-07-07. Forecast balance stays at or above ZAR 22493.74, protecting your ZAR 19900.00 minimum through 2026-10-05."
request_244,49918.00,affordable_now,full_payment,2024-06-04:49918.00,2024-06-04,none,"Pay ZAR 49918.00 on 2024-06-04. Forecast balance stays at or above ZAR 54527.29, protecting your ZAR 45900.00 minimum through 2024-09-02."
request_245,21197.61,affordable_later,wait,2026-01-15:128500.00,2026-01-15,none,"Pay INR 128500.00 on 2026-01-15. Forecast balance stays at or above INR 114400.84, protecting your INR 94600.00 minimum through 2026-02-04."
request_246,64086.00,affordable_with_plan,installments,2026-04-03:22216.48|2026-05-03:22216.48|2026-06-02:22216.48,2026-04-03,none,"Pay ZAR 22216.48 on 2026-04-03; ZAR 22216.48 on 2026-05-03; ZAR 22216.48 on 2026-06-02. Forecast balance stays at or above ZAR 41903.54, protecting your ZAR 39300.00 minimum through 2026-07-02."
request_247,1059.30,affordable_now,full_payment,2024-09-05:1059.30,2024-09-05,none,"Pay EUR 1059.30 on 2024-09-05. Forecast balance stays at or above EUR 1351.38, protecting your EUR 1300.00 minimum through 2024-12-04."
request_248,935.06,affordable_with_plan,partial_payment,2025-02-07:935.06|2025-04-15:1030.54,2025-04-15,none,"Pay USD 935.06 on 2025-02-07; USD 1030.54 on 2025-04-15. Forecast balance stays at or above USD 1300.00, protecting your USD 1300.00 minimum through 2025-05-08."
request_249,130.54,affordable_later,wait,2026-03-15:643.20,2026-03-15,none,"Pay USD 643.20 on 2026-03-15. Forecast balance stays at or above USD 720.17, protecting your USD 600.00 minimum through 2026-04-04."
request_250,15571.41,not_affordable,not_recommended,none,,none,Do not proceed by 2025-01-18: no accepted payment arrangement completes the full request while protecting your ZAR 35300.00 minimum for 90 days. Safe capacity today is ZAR 15571.41.
request_251,58.35,not_affordable,not_recommended,none,,none,Do not proceed by 2025-06-06: no accepted payment arrangement completes the full request while protecting your EUR 1300.00 minimum for 90 days. Safe capacity today is EUR 58.35.
request_252,3832462.11,affordable_later,wait,2026-09-15:28082000.00,2026-09-15,none,"Pay IDR 28082000.00 on 2026-09-15. Forecast balance stays at or above IDR 18984662.11, protecting your IDR 15152200.00 minimum through 2026-10-03."
request_253,1372.37,affordable_with_plan,installments,2024-03-21:984.60|2024-04-21:984.60|2024-05-22:984.60,2024-05-15,none,"Pay EUR 984.60 on 2024-03-21; EUR 984.60 on 2024-04-21; EUR 984.60 on 2024-05-22. Forecast balance stays at or above EUR 2414.28, protecting your EUR 2300.00 minimum through 2024-06-05."
request_254,523.75,affordable_later,wait,2025-10-15:3535.20,2025-10-15,none,"Pay USD 3535.20 on 2025-10-15. Forecast balance stays at or above USD 3023.75, protecting your USD 2500.00 minimum through 2025-11-02."
request_255,634943.69,not_affordable,not_recommended,none,,none,Do not proceed by 2026-06-15: no accepted payment arrangement completes the full request while protecting your IDR 9813900.00 minimum for 90 days. Safe capacity today is IDR 634943.69.
request_256,150356.40,affordable_with_plan,installments,2024-06-10:75816.00|2024-07-11:75816.00|2024-08-11:75816.00,2024-07-15,none,"Pay INR 75816.00 on 2024-06-10; INR 75816.00 on 2024-07-11; INR 75816.00 on 2024-08-11. Forecast balance stays at or above INR 193298.22, protecting your INR 168600.00 minimum through 2024-09-01."
request_257,318.30,affordable_later,wait,2026-01-15:1352.40,2026-01-15,none,"Pay USD 1352.40 on 2026-01-15. Forecast balance stays at or above USD 1675.27, protecting your USD 1600.00 minimum through 2026-02-03."
request_258,1113.60,affordable_now,full_payment,2026-01-07:1113.60,2026-01-07,none,"Pay USD 1113.60 on 2026-01-07. Forecast balance stays at or above USD 616.72, protecting your USD 500.00 minimum through 2026-04-07."
request_259,217.22,affordable_later,wait,2024-11-15:935.00,2024-11-15,none,"Pay EUR 935.00 on 2024-11-15. Forecast balance stays at or above EUR 817.22, protecting your EUR 600.00 minimum through 2024-12-03."
request_260,6210605.91,not_affordable,not_recommended,none,,none,Do not proceed by 2025-04-18: no accepted payment arrangement completes the full request while protecting your IDR 20727700.00 minimum for 90 days. Safe capacity today is IDR 6210605.91.
request_261,1830.40,affordable_now,full_payment,2026-07-03:1830.40,2026-07-03,none,"Pay EUR 1830.40 on 2026-07-03. Forecast balance stays at or above EUR 1777.67, protecting your EUR 1500.00 minimum through 2026-10-01."
request_262,9236000.00,affordable_now,full_payment,2024-12-05:9236000.00,2024-12-05,none,"Pay IDR 9236000.00 on 2024-12-05. Forecast balance stays at or above IDR 57474622.87, protecting your IDR 31018500.00 minimum through 2025-03-05."
request_263,5782.06,not_affordable,not_recommended,none,,none,Do not proceed by 2025-06-15: no accepted payment arrangement completes the full request while protecting your ZAR 24100.00 minimum for 90 days. Safe capacity today is ZAR 5782.06.
request_264,23190.77,affordable_later,wait,2026-06-15:111300.00,2026-06-15,none,"Pay INR 111300.00 on 2026-06-15. Forecast balance stays at or above INR 82690.77, protecting your INR 59500.00 minimum through 2026-07-03."
request_265,0.00,not_affordable,not_recommended,none,,none,Do not proceed by 2024-03-21: no accepted payment arrangement completes the full request while protecting your INR 189700.00 minimum for 90 days. Safe capacity today is INR 0.00.
request_266,774.77,affordable_with_plan,installments,2025-08-03:324.13|2025-08-31:324.13|2025-09-28:324.13,2025-09-15,none,"Pay EUR 324.13 on 2025-08-03; EUR 324.13 on 2025-08-31; EUR 324.13 on 2025-09-28. Forecast balance stays at or above EUR 963.22, protecting your EUR 900.00 minimum through 2025-11-01."
request_267,1635.71,affordable_with_plan,installments,2026-01-08:667.33|2026-02-07:667.33|2026-03-09:667.33,2026-02-15,stop:event_24573,"Stop Family streaming plan. Pay EUR 667.33 on 2026-01-08; EUR 667.33 on 2026-02-07; EUR 667.33 on 2026-03-09. Forecast balance stays at or above EUR 1620.04, protecting your EUR 1500.00 minimum through 2026-04-05."
request_268,1035.80,affordable_with_plan,installments,2024-06-14:841.22|2024-07-15:841.22|2024-08-15:841.22,2024-07-15,none,"Pay EUR 841.22 on 2024-06-14; EUR 841.22 on 2024-07-15; EUR 841.22 on 2024-08-15. Forecast balance stays at or above EUR 1594.58, protecting your EUR 1400.00 minimum through 2024-09-05."
request_269,10110.38,affordable_later,wait,2025-12-15:15490.00,2025-12-15,none,"Pay ZAR 15490.00 on 2025-12-15. Forecast balance stays at or above ZAR 29290.36, protecting your ZAR 23100.00 minimum through 2026-02-02."
request_270,96.20,not_affordable,not_recommended,none,,none,Do not proceed by 2026-08-30: no accepted payment arrangement completes the full request while protecting your USD 1400.00 minimum for 90 days. Safe capacity today is USD 96.20.
request_271,13200.91,affordable_later,wait,2024-11-15:91300.00,2024-11-15,none,"Pay INR 91300.00 on 2024-11-15. Forecast balance stays at or above INR 71400.91, protecting your INR 58200.00 minimum through 2024-12-02."
request_272,5415745.87,affordable_with_plan,installments,2025-02-12:4709466.67|2025-03-12:4709466.67|2025-04-09:4709466.67,2025-03-15,none,"Pay IDR 4709466.67 on 2025-02-12; IDR 4709466.67 on 2025-03-12; IDR 4709466.67 on 2025-04-09. Forecast balance stays at or above IDR 8214879.20, protecting your IDR 7508600.00 minimum through 2025-05-06."
request_273,9602432.49,affordable_with_plan,partial_payment,2026-04-07:9602432.49|2026-04-15:6258567.51,2026-04-15,none,"Pay IDR 9602432.49 on 2026-04-07; IDR 6258567.51 on 2026-04-15. Forecast balance stays at or above IDR 18774600.00, protecting your IDR 18774600.00 minimum through 2026-07-06."
request_274,2070.79,affordable_with_plan,installments,2024-12-04:940.75|2025-01-04:940.75|2025-02-04:940.75,2025-02-15,reduce_to:event_25181:51.60,"Reduce Clothing and household items to EUR 51.60. Pay EUR 940.75 on 2024-12-04; EUR 940.75 on 2025-01-04; EUR 940.75 on 2025-02-04. Forecast balance stays at or above EUR 1874.70, protecting your EUR 1800.00 minimum through 2025-03-04."
request_275,15884000.00,affordable_now,full_payment,2025-05-06:15884000.00,2025-05-06,none,"Pay IDR 15884000.00 on 2025-05-06. Forecast balance stays at or above IDR 13365037.41, protecting your IDR 12760100.00 minimum through 2025-08-04."
